Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
241190;São Francisco do Oeste (RN);RN;76,3;45,6;325,9164494;92,35;0,57;55,95;0,652;3480
241200;São Gonçalo do Amarante (RN);RN;261,7;265;13,26813972;116,4;0,51;47,96;0,695;69435
241210;São João do Sabugi (RN);RN;287,2;19,7;242,7602884;117,82;0,52;47,8;0,725;5698
241220;São José de Mipibu (RN);RN;294,3;120;31,27825819;104,42;0,55;48,86;0,671;34912
241230;São José do Campestre (RN);RN;345,8;34,6;80,40867223;83,9;0,61;59,49;0,631;11982
241240;São José do Seridó (RN);RN;194,9;19,3;198,2040285;149,65;0,56;42,77;0,74;3777
241250;São Miguel (RN);RN;165,1;121,9;366,3000011;74,32;0,63;65,68;0,615;20124
241255;São Miguel de Touros (RN);RN;345,9;19,4;88,3473061;58,04;0,58;62,72;0,558;7580
241260;São Paulo do Potengi (RN);RN;221,7;62,3;62,24038409;106,1;0,59;50,11;0,642;13822
241270;São Pedro (RN);RN;182,3;37,2;48,35440633;73,17;0,57;60,25;0,63;6776
241280;São Rafael (RN);RN;431,4;19;189,2650155;103,8;0,57;50,96;0,638;8201
241290;São Tomé (RN);RN;877,5;12,3;97,7450417;79,92;0,59;60,32;0,613;10798
241300;São Vicente (RN);RN;209,7;26,8;169,5823702;90,73;0,58;57,48;0,639;5633
241310;Senador Elói de Souza (RN);RN;163,9;30,1;59,82431208;73,74;0,61;59,5;0,588;5028
241320;Senador Georgino Avelino (RN);RN;23,2;142,3;41,98214872;94,26;0,54;49,47;0,647;3302
241330;Serra de São Bento (RN);RN;98,5;59,5;88,13814405;56,4;0,61;66,25;0,6;5870
241335;Serra do Mel (RN);RN;604,3;13,6;212,9551156;89,35;0,47;45,83;0,619;8237
241340;Serra Negra do Norte (RN);RN;525,2;14,4;260,3505409;106,33;0,51;45,19;0,663;7543
