Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
521690;Pilar de Goiás (GO);GO;924,5;3,6;215,5980701;130,36;0,54;45;0,7;3339
521710;Piracanjuba (GO);GO;2413;9,8;73,73507231;250,5;0,55;30,63;0,755;23557
521720;Piranhas (GO);GO;2054,7;6;274,9575134;190,72;0,57;38,5;0,737;12287
521730;Pirenópolis (GO);GO;2189,4;9,7;97,13471736;180,76;0,56;40,87;0,713;21245
521740;Pires do Rio (GO);GO;1076,9;24,2;124,4616373;311,43;0,61;31,69;0,785;26229
521760;Planaltina (GO);GO;2547,7;28,9;221,8661815;159,14;0,56;49,76;0,723;73718
521770;Pontalina (GO);GO;1442,8;11,5;96,3702332;381,29;0,69;31,42;0,805;16556
521800;Porangatu (GO);GO;4838,6;8,2;359,9828632;295,85;0,72;40,33;0,761;39593
521805;Porteirão (GO);GO;605,8;4,7;158,9352709;256,73;0,63;38,17;0,724;2823
521810;Portelândia (GO);GO;552,4;6,7;371,5660648;237,93;0,55;34,23;0,78;3696
521830;Posse (GO);GO;1961,9;13,1;422,0070841;153,09;0,6;50,34;0,711;25696
521839;Professor Jamil (GO);GO;348,6;9,7;63,56952558;203,69;0,56;38,1;0,736;3403
521850;Quirinópolis (GO);GO;3792;9,6;233,9791244;243,3;0,53;33,23;0,78;36512
521860;Rialma (GO);GO;269,9;37,8;155,6124137;313,3;0,67;37,9;0,777;10210
521870;Rianápolis (GO);GO;159,9;27,3;139,6022662;231,54;0,68;34,83;0,759;4364
521878;Rio Quente (GO);GO;257,6;8,1;131,9517206;379,33;0,61;34,16;0,806;2097
521880;Rio Verde (GO);GO;8415,4;13,9;216,8466674;339,81;0,6;36,21;0,807;116552
521890;Rubiataba (GO);GO;767,7;23,6;178,2748814;201,81;0,51;33,5;0,748;18087
521900;Sanclerlândia (GO);GO;498,5;15;124,9777405;172,19;0,55;42,14;0,734;7530
521910;Santa Bárbara de Goiás (GO);GO;140,1;35,4;48,27963701;172,85;0,52;38,41;0,733;4963
521920;Santa Cruz de Goiás (GO);GO;1112,6;3,1;108,3527816;261,52;0,56;30,53;0,782;3470
521925;Santa Fé de Goiás (GO);GO;1164,6;3,5;221,9664396;157,14;0,48;37,2;0,714;4083
521930;Santa Helena de Goiás (GO);GO;1131,5;30,5;190,3123636;220,85;0,5;34,21;0,747;34545
521935;Santa Isabel (GO);GO;809,6;4,4;154,5653887;157,42;0,5;38,78;0,72;3592
521940;Santa Rita do Araguaia (GO);GO;1366,3;3,7;425,9471067;208,77;0,55;40,07;0,756;5087
521945;Santa Rita do Novo Destino (GO);GO;959,1;3,2;172,1657984;139,49;0,55;41,47;0,684;3025
521950;Santa Rosa de Goiás (GO);GO;171,6;20,7;70,79081085;165,59;0,55;38,71;0,715;3548
521960;Santa Tereza de Goiás (GO);GO;797,6;5,9;330,4658467;189,89;0,61;44;0,729;4697
521970;Santa Terezinha de Goiás (GO);GO;1192;10,1;253,6764433;158,75;0,59;39,5;0,721;12015
521971;Santo Antônio da Barra (GO);GO;453,1;8,9;176,3010767;168,51;0,53;37,65;0,746;4052
521973;Santo Antônio de Goiás (GO);GO;133,3;23,3;22,50266263;215,35;0,52;35,1;0,749;3106
521975;Santo Antônio do Descoberto (GO);GO;941,6;54,9;134,5148167;141,71;0,52;49,23;0,709;51897
521980;São Domingos (GO);GO;3308;2,9;481,8295554;106,03;0,63;57,57;0,631;9636
521990;São Francisco de Goiás (GO);GO;373,8;16,1;83,12111262;169,99;0,55;40,22;0,726;6028
522000;São João d'Aliança (GO);GO;3339,5;2,1;286,8342603;193,13;0,7;47,41;0,718;6736
522005;São João da Paraúna (GO);GO;306,4;6,6;123,9311479;227,28;0,57;34,65;0,779;2024
522015;São Luiz do Norte (GO);GO;588,1;7;201,9532229;158;0,54;41,36;0,71;4089
522010;São Luís de Montes Belos (GO);GO;829;31,8;120,2766164;238,75;0,58;35,8;0,752;26383
522020;São Miguel do Araguaia (GO);GO;6167,9;3,7;390,6312262;222,2;0,6;40,61;0,737;22793
522026;São Miguel do Passa Quatro (GO);GO;539,6;6,4;75,7140199;230,39;0,55;36,09;0,767;3481
522028;São Patrício (GO);GO;135;13,6;159,491464;160,58;0,53;41,37;0,728;1835
522040;São Simão (GO);GO;415,3;32,5;290,8939947;233,65;0,59;40,06;0,754;13552
522045;Senador Canedo (GO);GO;245,6;215,9;17,43669401;158,25;0,46;41,71;0,729;53105
522050;Serranópolis (GO);GO;5544;1,2;339,1827017;241,27;0,58;36,11;0,742;6447
522060;Silvânia (GO);GO;2869,8;7,1;68,80289263;235,35;0,59;35,23;0,774;20339
522068;Simolândia (GO);GO;344;18,1;384,7003163;112,47;0,63;52,38;0,657;6219
522070;Sítio d'Abadia (GO);GO;1571,5;1,7;382,5807039;96,55;0,61;56,76;0,643;2681
522100;Taquaral de Goiás (GO);GO;211,1;16,8;78,94131997;186,41;0,59;39,37;0,726;3587
522108;Teresina de Goiás (GO);GO;777,5;3,3;386,6852004;119,93;0,66;59,3;0,672;2585
522119;Terezópolis de Goiás (GO);GO;107,3;47,3;36,59866077;163,75;0,53;42,44;0,707;5083
522130;Três Ranchos (GO);GO;283;10;242,7724953;199,59;0,5;38,13;0,788;2831
522140;Trindade (GO);GO;719,7;114,1;25,23765214;184,45;0,5;39,81;0,759;81457
522145;Trombas (GO);GO;802,2;4,3;356,5394636;140,48;0,54;46;0,743;3434
522150;Turvânia (GO);GO;473,9;10,8;93,96537008;202,14;0,54;39,07;0,736;5134
522155;Turvelândia (GO);GO;937,3;3,8;171,4195588;181,34;0,58;39,09;0,685;3524
522157;Uirapuru (GO);GO;1157,7;2,6;275,4698186;125,05;0,59;46,64;0,662;3043
522160;Uruaçu (GO);GO;2149,7;15,6;239,6577781;192,72;0,58;41,97;0,738;33530
522170;Uruana (GO);GO;524;26,6;139,1728278;201,57;0,55;36,19;0,758;13938
522180;Urutaí (GO);GO;628,7;4,9;141,6772779;218,24;0,52;32,1;0,76;3104
522185;Valparaíso de Goiás (GO);GO;60,4;1555,6;152,0438362;284,1;0,54;47,09;0,795;94856
522190;Varjão (GO);GO;520,7;6,7;57,10808897;175,74;0,5;34,87;0,729;3519
522200;Vianópolis (GO);GO;957,5;11,8;78,85472044;355,47;0,67;36,96;0,784;11300
522205;Vicentinópolis (GO);GO;739,6;8,1;131,1575835;259,84;0,61;35,47;0,773;6015
522220;Vila Boa (GO);GO;1064;3,1;297,1439626;127,44;0,57;47,27;0,674;3287
522230;Vila Propício (GO);GO;2189,6;2,1;141,270947;109,25;0,54;49,4;0,674;4492
