Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
510530;Luciara (MT);MT;4662,8;0,5;761,7485924;132,83;0,58;53,82;0,691;2494
510558;Marcelândia (MT);MT;13127,1;1,1;521,7541347;330,98;0,58;47,52;0,771;14448
510560;Matupá (MT);MT;7156,5;1,7;628,2701699;258,46;0,64;47,78;0,753;11289
510562;Mirassol d'Oeste (MT);MT;1134,3;20,2;214,0884129;221,58;0,6;40;0,739;22997
510590;Nobres (MT);MT;7341;2;100,4445746;166,87;0,53;43,83;0,724;14983
510600;Nortelândia (MT);MT;1355,7;5,3;147,7017655;139,29;0,52;47,78;0,718;7246
510610;Nossa Senhora do Livramento (MT);MT;5247,3;2,3;33,24514834;120,51;0,58;51,55;0,655;12141
510615;Nova Bandeirantes (MT);MT;9576,3;0,7;670,3507255;147,35;0,63;58,9;0,702;6951
510620;Nova Brasilândia (MT);MT;3560,8;1,6;140,498241;149,55;0,58;48,46;0,71;5786
510621;Nova Canaã do Norte (MT);MT;5993;1,9;560,039329;201,18;0,61;43,37;0,702;11516
510880;Nova Guarita (MT);MT;1091,7;5,2;591,407706;184,09;0,63;52,88;0,724;5651
510618;Nova Lacerda (MT);MT;5091,9;0,8;396,8982686;228,71;0,67;56,14;0,719;4045
510885;Nova Marilândia (MT);MT;1954,2;1,2;165,8396827;152,07;0,49;42,68;0,701;2354
510890;Nova Maringá (MT);MT;11556,5;0,3;304,333437;253,97;0,58;40,74;0,74;3950
510895;Nova Monte Verde (MT);MT;6527,7;1;642,9777294;183,84;0,57;47,22;0,722;6827
